instituicao,cod_ibge,uf,populacao,demais,adm,legis,total
Prefeitura Municipal de Porto Real do Colégio - AL,2707503,AL,20018,0,63651704.29,0,63651704.29
Prefeitura Municipal de Porto Rico - PR,4120200,PR,2561,26076001.3,5644000,0,31720001.3
Prefeitura Municipal de Porto Rico do Maranhão - MA,2109056,MA,5995,20129846.67,4930170.38,724621.64,25784638.69
Prefeitura Municipal de Porto Seguro - BA,2925303,BA,146625,313701629.19,80277836.17,18220534.64,412200000
Prefeitura Municipal de Porto União - SC,4213609,SC,35250,117224103.24,5881000,4114388,127219491.24
Prefeitura Municipal de Porto Velho - RO,1100205,RO,519531,1132291284.3,352241025.18,38971419,1523503728.48
Prefeitura Municipal de Porto Vera Cruz - RS,4315073,RS,1415,11705566.13,3212244.7,457791.65,15375602.480000002
Prefeitura Municipal de Porto Vitória - PR,4120309,PR,4068,23458881.529999997,4316383.53,1270500,29045765.06
Prefeitura Municipal de Porto Walter - AC,1200393,AC,11720,29711007.360000003,6649500.23,890928,37251435.59
Prefeitura Municipal de Porto Xavier - RS,4315107,RS,10301,33485824.75,4205564,1528515,39219903.75
Prefeitura Municipal de Posse - GO,5218300,GO,36375,99600243.50999999,5418525.32,3800000,108818768.82999998
Prefeitura Municipal de Poté - MG,3152402,MG,16491,48822241.31,3913440.51,1399000,54134681.82
Prefeitura Municipal de Potengi - CE,2311207,CE,10986,26384434.8,4744452.34,1111647.86,32240535
Prefeitura Municipal de Potim - SP,3540754,SP,24143,40311050.75,4266300,1840000,46417350.75
Prefeitura Municipal de Potiraguá - BA,2925402,BA,7549,35676447.13,5071000,1908000,42655447.13
Prefeitura Municipal de Potirendaba - SP,3540804,SP,17201,60450843.300000004,8172033.32,1380000,70002876.62
Prefeitura Municipal de Potiretama - CE,2311231,CE,6400,21867456.43,1858903,1058640.57,24785000
Prefeitura Municipal de Pouso Alegre - MG,3152501,MG,148862,681888509.8699999,141026547.67000002,18300000,841215057.54
Prefeitura Municipal de Pouso Alto - MG,3152600,MG,5981,21934566.509999998,5145396.69,1141469,28221432.2
Prefeitura Municipal de Pouso Novo - RS,4315131,RS,1668,12388277.719999999,2759228.4,420000,15567506.12
Prefeitura Municipal de Pouso Redondo - SC,4213708,SC,17189,43776041.650000006,6556340.76,2080538.93,52412921.34
Prefeitura Municipal de Poxoréu - MT,5107008,MT,16421,38202400,14995400,2360000,55557800
Prefeitura Municipal de Pracinha - SP,3540853,SP,3971,9113360.620000001,2010026.44,710000,11833387.06
Prefeitura Municipal de Pracuúba - AP,1600550,AP,4993,8987480.899999999,1917494.73,475327.23,11380302.86
Prefeitura Municipal de Prado - BA,2925501,BA,28152,91273416.11,12351000,3124000,106748416.11
Prefeitura Municipal de Prado Ferreira - PR,4120333,PR,3726,17842241.61,2962528.76,804596,21609366.369999997
Prefeitura Municipal de Pradópolis - SP,3540903,SP,21110,62049489.97,6301658,2693112,71044259.97
Prefeitura Municipal de Prados - MG,3152709,MG,8979,18518470.36,3512947.1,741169,22772586.46
Prefeitura Municipal de Praia Grande - SC,4213807,SC,7326,30825374.54,2571551.72,1009000,34405926.26
Prefeitura Municipal de Praia Grande - SP,3541000,SP,319146,1599312159.11,112184439.74,39852000,1751348598.85
Prefeitura Municipal de Prainha - PA,1506005,PA,29886,84742374.78,12039051.79,1213020,97994446.57
Prefeitura Municipal de Pranchita - PR,4120358,PR,5221,23388559.740000002,4711500.61,1180000,29280060.35
Prefeitura Municipal de Prata - MG,3152808,MG,27688,63613619.25,8117710.64,4210594.58,75941924.47
Prefeitura Municipal de Prata - PB,2512200,PB,4141,20346376,3721624,900000,24968000
Prefeitura Municipal de Prata do Piauí - PI,2208601,PI,3153,16352019.7,4000108.3,647872,21000000
Prefeitura Municipal de Pratânia - SP,3541059,SP,5204,18746350,4078550,1010000,23834900
Prefeitura Municipal de Pratápolis - MG,3152907,MG,8642,21823484,5278816,936000,28038300
Prefeitura Municipal de Pratinha - MG,3153004,MG,3573,15484900.340000002,4390864.85,1200000,21075765.19
Prefeitura Municipal de Presidente Alves - SP,3541109,SP,4108,12539984.93,3070761.41,762000,16372746.34
Prefeitura Municipal de Presidente Bernardes - MG,3153103,MG,5398,19193305.85,2952582.05,1518856.83,23664744.730000004
Prefeitura Municipal de Presidente Bernardes - SP,3541208,SP,13190,40939830,5417000,1967670,48324500
Prefeitura Municipal de Presidente Castello Branco - SC,4213906,SC,1590,15059235.77,2525391.25,651000,18235627.02
Prefeitura Municipal de Presidente Castelo Branco - PR,4120408,PR,5260,19023514.61,4451348.23,0,23474862.84
Prefeitura Municipal de Presidente Dutra - BA,2925600,BA,15121,29291607.23,4407740.27,1429700,35129047.5
Prefeitura Municipal de Presidente Dutra - MA,2109106,MA,47567,100935520,14025250,3000000,117960770
Prefeitura Municipal de Presidente Epitácio - SP,3541307,SP,44006,93272418.61,12161888,2665000,108099306.61
Prefeitura Municipal de Presidente Figueiredo - AM,1303536,AM,35352,163027988.73,29532627,9051450,201612065.73
Prefeitura Municipal de Presidente Getúlio - SC,4214003,SC,17215,80086588.74,7920932.45,1519680,89527201.19
Prefeitura Municipal de Presidente Jânio Quadros - BA,2925709,BA,12505,31922378.28,3377621.72,1300000,36600000
Prefeitura Municipal de Presidente Juscelino - MA,2109205,MA,12629,43486229.84,9206550.7,1107400,53800180.54000001
Prefeitura Municipal de Presidente Juscelino - MG,3153202,MG,3676,29018185.479999997,4345200,1766240,35129625.48
Prefeitura Municipal de Presidente Kennedy - TO,1718402,TO,3692,12180798.56,3684489.26,648979.18,16514267
Prefeitura Municipal de Presidente Kubitschek - MG,3153301,MG,3004,16651118,2351882,820000,19823000
Prefeitura Municipal de Presidente Lucena - RS,4315149,RS,2863,16521652.36,1707500,223700,18452852.36
Prefeitura Municipal de Presidente Médici - MA,2109239,MA,6959,38743786.87,3015297.61,843400,42602484.48
Prefeitura Municipal de Presidente Médici - RO,1100254,RO,19409,42316221.599999994,12430742.66,2091259.71,56838223.96999999
Prefeitura Municipal de Presidente Nereu - SC,4214102,SC,2290,18764429.76,2325533.4,632500,21722463.16
Prefeitura Municipal de Presidente Olegário - MG,3153400,MG,19377,53952656.38,9368179.63,2462740.37,65783576.38
Prefeitura Municipal de Presidente Prudente - SP,3541406,SP,227072,676834590.98,81340646,11880000,770055236.98
Prefeitura Municipal de Presidente Sarney - MA,2109270,MA,18764,61350195.1,6456777.9,1492000,69298973
Prefeitura Municipal de Presidente Tancredo Neves - BA,2925758,BA,27422,72788698.19,9662821.98,2120580.4,84572100.57000001
Prefeitura Municipal de Presidente Vargas - MA,2109304,MA,11124,60380566.49,3644211.36,944762,64969539.85
Prefeitura Municipal de Presidente Venceslau - SP,3541505,SP,39448,121324609.11,8406367.55,2328000,132058976.66
Prefeitura Municipal de Primavera - PA,1506104,PA,10792,35294082.870000005,3074356.58,1488550,39856989.45
Prefeitura Municipal de Primavera - PE,2611408,PE,14831,31663251.17,4668335.35,2008536.04,38340122.56
Prefeitura Municipal de Primavera de Rondônia - RO,1101476,RO,2939,12952709.93,4937345.36,872806.18,18762861.47
Prefeitura Municipal de Primavera do Leste - MT,5107040,MT,61038,219160225.32,21848603.68,0,241008829
Prefeitura Municipal de Primeira Cruz - MA,2109403,MA,15197,95741123.77000001,33727012.05,1680864.18,131149000.00000001
Prefeitura Municipal de Primeiro de Maio - PR,4120507,PR,11114,33246849.39,8342868.53,0,41589717.92
Prefeitura Municipal de Princesa - SC,4214151,SC,2911,14269321.89,2808504.48,565000,17642826.37
Prefeitura Municipal de Princesa Isabel - PB,2512309,PB,23215,57735241.34,4500789.359999999,1639269.3,63875300
Prefeitura Municipal de Professor Jamil - GO,5218391,GO,3243,12749494.52,3001557.16,1071210.68,16822262.36
Prefeitura Municipal de Progresso - RS,4315156,RS,6249,17701774.58,3091300,1180000,21973074.58
Prefeitura Municipal de Promissão - SP,3541604,SP,40027,89214526.62,25538009.22,3875818.66,118628354.5
Prefeitura Municipal de Propriá - SE,2805703,SE,29559,42254042.7,12463526.3,3600000,58317569
Prefeitura Municipal de Protásio Alves - RS,4315172,RS,1957,14300678.95,2974571.89,360500,17635750.84
Prefeitura Municipal de Prudente de Morais - MG,3153608,MG,10629,23956259.82,2677822.25,1184000,27818082.07
Prefeitura Municipal de Prudentópolis - PR,4120606,PR,51961,145545774.29,9970500,3800000,159316274.29
Prefeitura Municipal de Pugmil - TO,1718451,TO,2659,14552250,2178250,0,16730500
Prefeitura Municipal de Pureza - RN,2410405,RN,9516,23463767.94,1728732.06,880000,26072500
Prefeitura Municipal de Putinga - RS,4315206,RS,3951,16899644.93,4416060,800000,22115704.93
Prefeitura Municipal de Puxinanã - PB,2512408,PB,13630,33539321,2910561,1213800,37663682
Prefeitura Municipal de Quadra - SP,3541653,SP,3753,23499165,2854000,980000,27333165
Prefeitura Municipal de Quaraí - RS,4315305,RS,22771,44244081.38,13844189.71,2948969.75,61037240.84
Prefeitura Municipal de Quartel Geral - MG,3153707,MG,3542,18874078.9,3295921.0999999996,830000,23000000
Prefeitura Municipal de Quarto Centenário - PR,4120655,PR,4560,29564369.689999998,6331015,1400000,37295384.69
Prefeitura Municipal de Quatá - SP,3541703,SP,14006,53432699.03,5213656.47,2352000,60998355.5
Prefeitura Municipal de Quatiguá - PR,4120705,PR,7420,24844752.11,7373578.03,0,32218330.14
Prefeitura Municipal de Quatipuru - PA,1506112,PA,13512,21522564.6,5717457.79,948227.8,28188250.19
Prefeitura Municipal de Quatis - RJ,3304128,RJ,14165,58097031.2,10492438.3,2613867.2,71203336.7
Prefeitura Municipal de Quatro Barras - PR,4120804,PR,23199,119356023.55,8730833.41,4579000,132665856.96
Prefeitura Municipal de Quatro Irmãos - RS,4315313,RS,1846,14715186.3,2245961,820000,17781147.3
Prefeitura Municipal de Quatro Pontes - PR,4120853,PR,4000,31548018.08,4620500,1401800,37570318.08
Prefeitura Municipal de Quebrangulo - AL,2707602,AL,11342,53708523.370000005,4408001.94,1059467,59175992.31
Prefeitura Municipal de Quedas do Iguaçu - PR,4120903,PR,33788,87629790.84,8502740.68,3500000,99632531.52000001
Prefeitura Municipal de Queimada Nova - PI,2208650,PI,8966,20867428.73,2291978.94,754600,23914007.67
Prefeitura Municipal de Queimadas - BA,2925808,BA,25445,78791127.42,7822396.13,2880000,89493523.55
Prefeitura Municipal de Queimadas - PB,2512507,PB,43917,105600403,3890912,2935000,112426315
Prefeitura Municipal de Queimados - RJ,3304144,RJ,149265,286701471.1,64857504.5,9801841.6,361360817.20000005
Prefeitura Municipal de Queiroz - SP,3541802,SP,3351,21190800,3429200,1080000,25700000
Prefeitura Municipal de Queluz - SP,3541901,SP,13228,32419084.179999996,6255800,1165140.12,39840024.29999999
Prefeitura Municipal de Queluzito - MG,3153806,MG,1934,13702294.33,2633714.67,0,16336009
Prefeitura Municipal de Querência - MT,5107065,MT,17014,70658410,13130290,0,83788700
Prefeitura Municipal de Querência do Norte - PR,4121000,PR,12180,47575428.61,4739200,0,52314628.61
Prefeitura Municipal de Quevedos - RS,4315321,RS,2786,18340984.44,2856500,970000,22167484.44
Prefeitura Municipal de Quijingue - BA,2925907,BA,27533,78445324,4788700,2455000,85689024
Prefeitura Municipal de Quilombo - SC,4214201,SC,9946,44266033.98,3698500,1375000,49339533.98
Prefeitura Municipal de Quinta do Sol - PR,4121109,PR,4640,19748942.03,7638687.22,962318,28349947.25
Prefeitura Municipal de Quintana - SP,3542008,SP,6587,23240199,3118901,979000,27338100
Prefeitura Municipal de Quinze de Novembro - RS,4315354,RS,3789,24413673.67,4302723,1060000,29776396.67
Prefeitura Municipal de Quipapá - PE,2611507,PE,25896,60522095.71,9327904.29,1990000,71840000
Prefeitura Municipal de Quirinópolis - GO,5218508,GO,49416,172048411.31,14685275.95,7200000,193933687.26
Prefeitura Municipal de Quissamã - RJ,3304151,RJ,24246,231788239.92999998,44157671.02,8502326,284448236.95
Prefeitura Municipal de Quitandinha - PR,4121208,PR,18873,55732696.88,4076505.76,2662000,62471202.64
Prefeitura Municipal de Quiterianópolis - CE,2311264,CE,21000,51109934.76,9405065.24,1955000,62470000
Prefeitura Municipal de Quixaba - PB,2512606,PB,1929,19352451,2475797,749494,22577742
Prefeitura Municipal de Quixaba - PE,2611533,PE,6822,34084435.3,3196338.7,1263068,38543842
Prefeitura Municipal de Quixabeira - BA,2925931,BA,8990,27483417.83,2034089.39,1717492.78,31235000
Prefeitura Municipal de Quixadá - CE,2311306,CE,87116,166287860,16184540,5100000,187572400
Prefeitura Municipal de Quixelô - CE,2311355,CE,14986,36629556.3,5938443.7,1432000,44000000
Prefeitura Municipal de Quixeramobim - CE,2311405,CE,79081,183804879.94,9131732.06,4464000,197400612
Prefeitura Municipal de Quixeré - CE,2311504,CE,22008,46843641.64,4356358.36,2600000,53800000
Prefeitura Municipal de Rafael Godeiro - RN,2410603,RN,3194,32033663.979999997,3387127.53,0,35420791.51
Prefeitura Municipal de Rafael Jambeiro - BA,2925956,BA,22610,53088271.81,4865325,2480000,60433596.81
Prefeitura Municipal de Rafard - SP,3542107,SP,9050,37834912,5175000,1300000,44309912
Prefeitura Municipal de Ramilândia - PR,4121257,PR,4426,18220786.87,2104495,1102500,21427781.87
Prefeitura Municipal de Rancharia - SP,3542206,SP,29688,72309409.38,29375948.65,2600000,104285358.03
Prefeitura Municipal de Rancho Alegre - PR,4121307,PR,3832,15506896.129999999,3326548.18,929147,19762591.31
Prefeitura Municipal de Rancho Alegre D'Oeste - PR,4121356,PR,2682,17015027.549999997,7272930.03,1226000,25513957.58
Prefeitura Municipal de Rancho Queimado - SC,4214300,SC,2868,36988273.55,3210540,836500,41035313.55
Prefeitura Municipal de Raposa - MA,2109452,MA,30337,51348471,11067100,1860500,64276071
Prefeitura Municipal de Raposos - MG,3153905,MG,16277,36623441.370000005,6966136.91,1690000,45279578.28
Prefeitura Municipal de Raul Soares - MG,3154002,MG,23814,44051713.370000005,8721341.3,2050000,54823054.67
Prefeitura Municipal de Realeza - PR,4121406,PR,16894,57308605.769999996,4487800.53,1500000,63296406.3
Prefeitura Municipal de Rebouças - PR,4121505,PR,14851,55710170,3866915.6,1915000,61492085.6
Prefeitura Municipal de Recife - PE,2611606,PE,1637834,5510833216.21,562588335.4300001,159584446.74,6233005998.38
Prefeitura Municipal de Recreio - MG,3154101,MG,10514,20874847.580000002,3928007.89,1104060.4,25906915.87
Prefeitura Municipal de Recursolândia - TO,1718501,TO,4244,13513952.86,2280427.24,610000,16404380.1
Prefeitura Municipal de Redenção - CE,2311603,CE,27633,69521900,6281500,2210000,78013400
Prefeitura Municipal de Redenção - PA,1506138,PA,83997,170368400,20919100,7200000,198487500
Prefeitura Municipal de Redenção da Serra - SP,3542305,SP,3863,15676102.120000001,2329100,860000,18865202.12
Prefeitura Municipal de Redenção do Gurguéia - PI,2208700,PI,8758,32781844.660000004,4830251.2,2031306.48,39643402.34
Prefeitura Municipal de Redentora - RS,4315404,RS,11527,29985552.659999996,3890958.86,1249999.99,35126511.51
Prefeitura Municipal de Reduto - MG,3154150,MG,7105,22138414.18,1629714.4,1150805.59,24918934.169999998
Prefeitura Municipal de Regente Feijó - SP,3542404,SP,20124,62949834.19,6141600,1450000,70541434.19
Prefeitura Municipal de Reginópolis - SP,3542503,SP,9399,82250220,9847020,4163760,96261000
Prefeitura Municipal de Registro - SP,3542602,SP,56249,191583332.9,23450496.59,5642000,220675829.49
Prefeitura Municipal de Relvado - RS,4315453,RS,2101,14389578.5,2211100,468000,17068678.5
Prefeitura Municipal de Remígio - PB,2512705,PB,19340,43018295,2577965,1680000,47276260
Prefeitura Municipal de Renascença - PR,4121604,PR,6818,41431031.83,5993100,0,47424131.83
Prefeitura Municipal de Reriutaba - CE,2311702,CE,18945,43203534.7,6603860.3,1951000,51758395
Prefeitura Municipal de Resende - RJ,3304201,RJ,130334,456382633.90000004,80456052.3,18065000,554903686.2
Prefeitura Municipal de Reserva - PR,4121703,PR,26602,74432325.9,4141004.96,3248000,81821330.86
Prefeitura Municipal de Reserva do Iguaçu - PR,4121752,PR,7950,28434277.97,3452550,1380000,33266827.97
Prefeitura Municipal de Resplendor - MG,3154309,MG,17398,47005884,7182356,1132200,55320440
Prefeitura Municipal de Ressaquinha - MG,3154408,MG,4798,20198884.39,1820960,840000,22859844.39
Prefeitura Municipal de Restinga - SP,3542701,SP,7504,22733000,3888300,1100000,27721300
Prefeitura Municipal de Restinga Sêca - RS,4315503,RS,15836,40885796.19,7391819.04,1424412,49702027.23
Prefeitura Municipal de Retirolândia - BA,2926103,BA,14295,34414831.92999999,3433910.88,1690372.1,39539114.91
Prefeitura Municipal de Riachão - MA,2109502,MA,20243,52286277.75,9803722.25,2200000,64290000
Prefeitura Municipal de Riachão - PB,2512747,PB,3564,21084798.83,2176049.17,839367,24100215
Prefeitura Municipal de Riachão das Neves - BA,2926202,BA,22343,62351635,6228365,3420000,72000000
Prefeitura Municipal de Riachão do Bacamarte - PB,2512754,PB,4500,15996756,2401686,766158,19164600
Prefeitura Municipal de Riachão do Dantas - SE,2805802,SE,19800,40348721.89,4751278.11,1900000,47000000
Prefeitura Municipal de Riachão do Jacuípe - BA,2926301,BA,33403,54162128.28,6690741.72,2772000,63624870
Prefeitura Municipal de Riachão do Poço - PB,2512762,PB,4477,17087706,2527408,777086,20392200
Prefeitura Municipal de Riachinho - MG,3154457,MG,8138,21446362.49,2091442.75,1181000,24718805.24
Prefeitura Municipal de Riachinho - TO,1718550,TO,4604,16940890,2511110,748000,20200000
Prefeitura Municipal de Riacho da Cruz - RN,2410702,RN,3543,18411578.98,3409906.02,739015,22560500
Prefeitura Municipal de Riacho das Almas - PE,2611705,PE,20443,56197145,6696855,1888000,64782000
Prefeitura Municipal de Riacho de Santana - BA,2926400,BA,35240,75669579.78999999,5918170.21,2902500,84490249.99999999
Prefeitura Municipal de Riacho de Santana - RN,2410801,RN,4209,29835579.18,4763486.65,0,34599065.83
Prefeitura Municipal de Riacho de Santo Antônio - PB,2512788,PB,1951,19751261.91,2722328.52,1590000,24063590.43
Prefeitura Municipal de Riacho dos Cavalos - PB,2512804,PB,8587,18893528,4478287,770000,24141815
Prefeitura Municipal de Riacho dos Machados - MG,3154507,MG,9487,27900920,6726320,1299800,35927040
Prefeitura Municipal de Riacho Frio - PI,2208858,PI,4316,14283953.599999998,2837043.5,710837.53,17831834.63
Prefeitura Municipal de Riachuelo - RN,2410900,RN,8034,26543179,3623821,833000,31000000
Prefeitura Municipal de Riachuelo - SE,2805901,SE,10140,42718805,7322149,1800000,51840954
Prefeitura Municipal de Rialma - GO,5218607,GO,10896,37095246,3980511.7,1990000,43065757.7
Prefeitura Municipal de Rianápolis - GO,5218706,GO,4784,23341817.94,2240871.06,1420000,27002689
Prefeitura Municipal de Ribamar Fiquene - MA,2109551,MA,7755,28931918.34,5242081.66,864000,35038000
Prefeitura Municipal de Ribas do Rio Pardo - MS,5007109,MS,24258,85508467.39,13979593,4793203,104281263.39
Prefeitura Municipal de Ribeira - SP,3542800,SP,3351,15264980.35,3339105.15,700000,19304085.5
Prefeitura Municipal de Ribeira do Amparo - BA,2926509,BA,14843,33611900,2807000,1512000,37930900
Prefeitura Municipal de Ribeira do Piauí - PI,2208874,PI,4464,17719732.94,2863267.06,1236000,21819000
Prefeitura Municipal de Ribeira do Pombal - BA,2926608,BA,52956,215510776.82,29911223.18,9778000,255200000
Prefeitura Municipal de Ribeirão - PE,2611804,PE,47209,79157540.5,12477459.5,3995000,95630000
Prefeitura Municipal de Ribeirão Bonito - SP,3542909,SP,13137,72154720.5,11901020.16,2256000,86311740.66
Prefeitura Municipal de Ribeirão Branco - SP,3543006,SP,16684,40610427.11,3816463.89,1854000,46280891
Prefeitura Municipal de Ribeirão Cascalheira - MT,5107180,MT,10081,28294000,5707800,0,34001800
Prefeitura Municipal de Ribeirão Claro - PR,4121802,PR,10693,40101687.010000005,6979271.08,2100000,49180958.09
Prefeitura Municipal de Ribeirão Corrente - SP,3543105,SP,4682,21135505,2559000,876000,24570505
Prefeitura Municipal de Ribeirão das Neves - MG,3154606,MG,331045,653992040.53,68290084.4,28500000,750782124.93
Prefeitura Municipal de Ribeirão do Largo - BA,2926657,BA,6304,24179557.32,3420442.68,1000000,28600000
Prefeitura Municipal de Ribeirão do Pinhal - PR,4121901,PR,13112,27615398,8099725.47,1632000,37347123.47
Prefeitura Municipal de Ribeirão do Sul - SP,3543204,SP,4542,16501190.61,2574030,805600,19880820.61
Prefeitura Municipal de Ribeirão dos Índios - SP,3543238,SP,2227,13166409.09,2234223,822000,16222632.09
Prefeitura Municipal de Ribeirão Grande - SP,3543253,SP,7666,25720073.72,3268629.56,1065453.72,30054156.999999996
Prefeitura Municipal de Ribeirão Pires - SP,3543303,SP,122607,321436488.89,31865000,10973000,364274488.89
Prefeitura Municipal de Ribeirão Preto - SP,3543402,SP,694534,2939591268.3599997,258258394.57,69137511,3266987173.93
Prefeitura Municipal de Ribeirão Vermelho - MG,3154705,MG,4019,13933015.09,3074130,829000,17836145.09
Prefeitura Municipal de Ribeirãozinho - MT,5107198,MT,2388,15518210,4281790,823000,20623000
Prefeitura Municipal de Ribeiro Gonçalves - PI,2208908,PI,7305,22323841,4272169,1236970,27832980
Prefeitura Municipal de Ribeirópolis - SE,2806008,SE,18528,30880000,12120000,2000000,45000000
Prefeitura Municipal de Rifaina - SP,3543600,SP,3618,26723000,3336000,1056000,31115000
Prefeitura Municipal de Rincão - SP,3543709,SP,10786,30185000,3280000,1600000,35065000
Prefeitura Municipal de Rinópolis - SP,3543808,SP,10003,27012400,2744000,1043600,30800000
Prefeitura Municipal de Rio Acima - MG,3154804,MG,10203,57711212.78,7496100,3505431.11,68712743.89
Prefeitura Municipal de Rio Azul - PR,4122008,PR,15134,56636848.5,4599825,2023000,63259673.5
Prefeitura Municipal de Rio Bom - PR,4122107,PR,3225,14748547.010000002,2369564.61,1083500,18201611.62
Prefeitura Municipal de Rio Bonito - RJ,3304300,RJ,59814,198854168.7,48669827.7,7059758.3,254583754.7
Prefeitura Municipal de Rio Bonito do Iguaçu - PR,4122156,PR,13283,56312205.980000004,6347849.59,2100000,64760055.57000001
Prefeitura Municipal de Rio Branco - AC,1200401,AC,401155,749759021.5500001,104617691.39,28882771,883259483.94
Prefeitura Municipal de Rio Branco - MT,5107206,MT,5159,15826826.819999998,3717008.3600000003,876347.86,20420183.04
Prefeitura Municipal de Rio Branco do Ivaí - PR,4122172,PR,4083,15794586.420000002,6799285.84,1100000,23693872.26
Prefeitura Municipal de Rio Branco do Sul - PR,4122206,PR,32273,102020900.87,9378283.94,5250000,116649184.81
Prefeitura Municipal de Rio Brilhante - MS,5007208,MS,36830,160105552.68,24972415.34,6475798.04,191553766.06
Prefeitura Municipal de Rio Casca - MG,3154903,MG,13659,45871896,3676294,1560100,51108290
Prefeitura Municipal de Rio Claro - RJ,3304409,RJ,18451,121008112.9,9047941,4117000.1,134173054
Prefeitura Municipal de Rio Claro - SP,3543907,SP,204797,738912846.8000001,99184240.80999999,31450000,869547087.61
Prefeitura Municipal de Rio da Conceição - TO,1718659,TO,2088,11886719.41,2463280.59,850000,15200000
Prefeitura Municipal de Rio das Antas - SC,4214409,SC,6208,29180293.150000002,2961994.02,1080000,33222287.17
Prefeitura Municipal de Rio das Flores - RJ,3304508,RJ,9222,54059444.800000004,16499855.6,2119125.05,72678425.45
Prefeitura Municipal de Rio das Ostras - RJ,3304524,RJ,145989,548322634.47,92267863.48,15992029,656582526.95
Prefeitura Municipal de Rio das Pedras - SP,3544004,SP,34704,96114800,14250200,4635000,115000000
Prefeitura Municipal de Rio de Contas - BA,2926707,BA,13048,25627377.11,5064278.2,1619402,32311057.31
Prefeitura Municipal de Rio de Janeiro - RJ,3304557,RJ,6688927,27802611806.78,2648571477.3199997,986601759,31437785043.1
Prefeitura Municipal de Rio do Campo - SC,4214508,SC,5979,25700943.54,3185304.34,1130000,30016247.88
Prefeitura Municipal de Rio do Fogo - RN,2408953,RN,10789,87576150,12638850,3990000,104205000
Prefeitura Municipal de Rio do Oeste - SC,4214607,SC,7456,28932581.18,2660364.6,960000,32552945.78
Prefeitura Municipal de Rio do Pires - BA,2926905,BA,11645,29497041,2836110,1337000,33670151
Prefeitura Municipal de Rio do Prado - MG,3155108,MG,5167,17362384.61,3181644.68,175000,20719029.29
Prefeitura Municipal de Rio do Sul - SC,4214805,SC,70100,343205501.08,30942794.13,7633420,381781715.21
Prefeitura Municipal de Rio Doce - MG,3155009,MG,2599,24700896.66,6050007.96,943000,31693904.62
Prefeitura Municipal de Rio dos Bois - TO,1718709,TO,2811,10242244.870000001,5246369.13,0,15488614
Prefeitura Municipal de Rio dos Cedros - SC,4214706,SC,11542,48273160.14,3092826,1000000,52365986.14
Prefeitura Municipal de Rio dos Índios - RS,4315552,RS,2849,15416000,6221550,800000,22437550
Prefeitura Municipal de Rio Espera - MG,3155207,MG,5549,13040534.29,4940384.71,921800,18902719
Prefeitura Municipal de Rio Formoso - PE,2611903,PE,23440,133272000,17088000,6480000,156840000
Prefeitura Municipal de Rio Fortuna - SC,4214904,SC,4601,28004881.33,2241000,1338900,31584781.33
Prefeitura Municipal de Rio Grande - RS,4315602,RS,210005,712491873.19,136156567.63,20004850,868653290.82
Prefeitura Municipal de Rio Grande da Serra - SP,3544103,SP,50241,89229546.91,21462100,3647300,114338946.91
Prefeitura Municipal de Rio Grande do Piauí - PI,2209005,PI,6431,17457189.05,2847530.95,695280,21000000
Prefeitura Municipal de Rio Largo - AL,2707701,AL,74838,298286547.73,17076383.33,5596897,320959828.06
Prefeitura Municipal de Rio Manso - MG,3155306,MG,5783,14252967.5,1759027.5,833000,16844995
Prefeitura Municipal de Rio Maria - PA,1506161,PA,18186,44029637,3670363,2300000,50000000
Prefeitura Municipal de Rio Negrinho - SC,4215000,SC,42106,149760172.82999998,23057882.56,2760000,175578055.39
Prefeitura Municipal de Rio Negro - MS,5007307,MS,4819,17046520.720000003,6148059.79,1076477.16,24271057.67
Prefeitura Municipal de Rio Negro - PR,4122305,PR,33922,106409738.44999999,8794115.46,2800000,118003853.91
Prefeitura Municipal de Rio Novo - MG,3155405,MG,8941,17803040.33,2951290,973560,21727890.33
Prefeitura Municipal de Rio Novo do Sul - ES,3204401,ES,11618,29931156.629999995,9863550.24,1700000,41494706.87
Prefeitura Municipal de Rio Paranaíba - MG,3155504,MG,12291,56369513,6820551,2232800,65422864
Prefeitura Municipal de Rio Pardo - RS,4315701,RS,38284,118407922.75,9009460.85,4185000,131602383.6
Prefeitura Municipal de Rio Pardo de Minas - MG,3155603,MG,30779,70408354,4597646,2480000,77486000
Prefeitura Municipal de Rio Piracicaba - MG,3155702,MG,14346,41765361.39,5289704,1835500,48890565.39
Prefeitura Municipal de Rio Pomba - MG,3155801,MG,17858,32208760,9615040,1550000,43373800
Prefeitura Municipal de Rio Preto - MG,3155900,MG,5467,16764359.25,1543179.6,880876.51,19188415.360000003
Prefeitura Municipal de Rio Preto da Eva - AM,1303569,AM,32577,53269359.120000005,7119959.52,2303097.18,62692415.82
Prefeitura Municipal de Rio Quente - GO,5218789,GO,4371,37982300.71,6925784.29,1900000,46808085
Prefeitura Municipal de Rio Real - BA,2927002,BA,40475,82320150.18,5303309.82,3240000,90863460
Prefeitura Municipal de Rio Rufino - SC,4215059,SC,2482,14853945.48,2144970,746000,17744915.48
Prefeitura Municipal de Rio Sono - TO,1718758,TO,6468,16586373.92,1642626.08,0,18229000
Prefeitura Municipal de Rio Tinto - PB,2512903,PB,24088,46108276,6519624,2815000,55442900
Prefeitura Municipal de Rio Verde - GO,5218805,GO,229651,851347714.77,98261073.02,29141642.8,978750430.5899999
